Rafaello  	1	M	bubblegum pink      	Healthy
Barron    	1	M	wintergreen         	Healthy
Donn      	1	M	wintergreen         	Healthy
Dorrie    	1	F	wintergreen         	Healthy
Gordon    	1	M	wintergreen         	Healthy
Merle     	1	M	deep sea blue       	Healthy
Lion      	1	M	wintergreen         	Healthy
Tremaine  	1	M	wintergreen         	Healthy
Aldon     	1	M	deep sea blue       	Healthy
Prentiss  	1	M	deep sea blue       	Radioactive
Lorraine  	1	F	wintergreen         	Healthy
Leeanne   	1	F	deep sea blue       	Healthy
Leigh     	1	M	wintergreen         	Healthy
Alexis    	1	M	wintergreen         	Radioactive
Raul      	1	M	wintergreen         	Healthy
Charley   	1	M	deep sea blue       	Healthy
Aguistin  	1	M	wintergreen         	Healthy
Aviva     	1	F	wintergreen         	Healthy
Rosamund  	1	F	deep sea blue       	Healthy
Diane-Marie	1	F	wintergreen         	Healthy
Kellby    	0	M	deep sea blue       	Healthy
Torrey    	0	M	wintergreen         	Healthy
Ilario    	0	M	deep sea blue       	Healthy
Helene    	0	F	wintergreen         	Healthy
Beryle    	0	F	wintergreen         	Healthy
Rosabelle 	0	F	wintergreen         	Healthy
Gerrie    	0	M	deep sea blue       	Healthy
Gloria    	0	F	deep sea blue       	Healthy
Ilyssa    	0	F	wintergreen         	Healthy
Giordano  	0	M	wintergreen         	Healthy
Lura      	0	F	deep sea blue       	Healthy
Will      	0	M	wintergreen         	Healthy
Jacqueline	0	F	wintergreen         	Healthy
Fletch    	0	M	wintergreen         	Healthy
Elna      	0	F	deep sea blue       	Healthy
Fremont   	0	M	wintergreen         	Healthy
Isidoro   	0	M	wintergreen         	Radioactive
Everett   	0	M	deep sea blue       	Healthy
Toiboid   	0	M	wintergreen         	Radioactive
Kingston  	0	M	wintergreen         	Healthy
Gillian   	0	F	wintergreen         	Healthy
Ravi      	0	M	deep sea blue       	Healthy
Adolph    	0	M	wintergreen         	Healthy
Joshuah   	0	M	wintergreen         	Healthy
Cherey    	0	F	wintergreen         	Healthy
Pearce    	0	M	wintergreen         	Healthy
Harv      	0	M	wintergreen         	Healthy
Gunar     	0	M	deep sea blue       	Healthy
Willdon   	0	M	wintergreen         	Healthy
Marven    	0	M	wintergreen         	Healthy
Richmond  	0	M	deep sea blue       	Healthy
Phaidra   	0	F	deep sea blue       	Healthy
Zorine    	0	F	wintergreen         	Healthy
Richardo  	0	M	deep sea blue       	Healthy
Kary      	0	F	wintergreen         	Healthy
Thedric   	0	M	wintergreen         	Healthy
Cary      	0	M	wintergreen         	Healthy
Kayle     	0	F	deep sea blue       	Healthy
Hamid     	0	M	wintergreen         	Healthy
Leesa     	0	F	wintergreen         	Healthy
Mehetabel 	0	F	deep sea blue       	Healthy
Ethan     	0	M	wintergreen         	Healthy
Jock      	0	M	deep sea blue       	Healthy
Cordelia  	0	F	wintergreen         	Healthy
Ariana    	0	F	wintergreen         	Healthy
Kelila    	0	F	deep sea blue       	Healthy
Tresa     	0	F	deep sea blue       	Healthy
Sigfried  	0	M	wintergreen         	Healthy
Oates     	0	M	wintergreen         	Healthy
Meg       	0	F	deep sea blue       	Healthy
Rowe      	0	F	deep sea blue       	Healthy
Kip       	0	F	deep sea blue       	Healthy
Willi     	0	M	wintergreen         	Healthy
Hayden    	0	M	wintergreen         	Healthy
Curran    	0	M	deep sea blue       	Healthy
Georgy    	0	M	wintergreen         	Healthy
Scotty    	0	M	wintergreen         	Healthy
Todd      	0	M	deep sea blue       	Healthy
Emlynne   	10	F	deep sea blue       	Healthy
Celka     	10	F	wintergreen         	Healthy
Gaven     	9	M	deep sea blue       	Healthy
Leigh     	9	F	wintergreen         	Healthy
Huntley   	9	M	deep sea blue       	Healthy
Orly      	9	F	wintergreen         	Healthy
Tiffani   	8	F	deep sea blue       	Healthy
Orrin     	8	M	wintergreen         	Healthy
Wenona    	8	F	deep sea blue       	Healthy
Bab       	8	F	wintergreen         	Healthy
Hercules  	8	M	deep sea blue       	Radioactive
Shell     	8	F	wintergreen         	Radioactive
Grange    	7	M	deep sea blue       	Healthy
Hamish    	7	M	wintergreen         	Healthy
Jordan    	7	F	deep sea blue       	Healthy
Carleen   	7	F	wintergreen         	Healthy
Aubrey    	7	M	deep sea blue       	Radioactive
Niven     	7	M	wintergreen         	Healthy
Rosemaria 	7	F	wintergreen         	Healthy
Aluin     	7	M	wintergreen         	Healthy
Ulberto   	6	M	deep sea blue       	Healthy
Misha     	6	F	wintergreen         	Healthy
Leoine    	6	F	deep sea blue       	Healthy
Dayle     	6	F	wintergreen         	Healthy
Padget    	6	M	deep sea blue       	Healthy
Manfred   	6	M	wintergreen         	Radioactive
Gordon    	6	M	wintergreen         	Healthy
Avril     	6	F	wintergreen         	Healthy
Orville   	6	M	deep sea blue       	Radioactive
Kaylil    	6	F	deep sea blue       	Healthy
Denna     	6	F	wintergreen         	Healthy
Fay       	6	F	wintergreen         	Healthy
Hermy     	5	M	deep sea blue       	Healthy
Bevon     	5	M	wintergreen         	Radioactive
Dana      	5	M	deep sea blue       	Healthy
Lona      	5	F	wintergreen         	Healthy
Donelle   	5	F	deep sea blue       	Healthy
Joey      	5	F	wintergreen         	Healthy
Retha     	5	F	wintergreen         	Healthy
Ricki     	5	F	wintergreen         	Healthy
Salomo    	5	M	deep sea blue       	Healthy
Sherwood  	5	M	deep sea blue       	Healthy
Nariko    	5	F	wintergreen         	Healthy
Tiffany   	5	F	wintergreen         	Healthy
Timothea  	5	F	deep sea blue       	Healthy
Hershel   	5	M	wintergreen         	Healthy
Rory      	5	F	wintergreen         	Healthy
Dud       	4	M	deep sea blue       	Healthy
Ronnica   	4	F	wintergreen         	Healthy
Leesa     	4	F	deep sea blue       	Healthy
Christie  	4	M	wintergreen         	Healthy
Cicily    	4	F	deep sea blue       	Healthy
Justis    	4	M	wintergreen         	Healthy
Goddart   	4	M	wintergreen         	Healthy
Minnaminnie	4	F	wintergreen         	Radioactive
Isidro    	4	M	deep sea blue       	Healthy
Jobey     	4	F	deep sea blue       	Healthy
Brynn     	4	F	wintergreen         	Healthy
Persis    	4	F	wintergreen         	Healthy
Avrom     	4	M	deep sea blue       	Healthy
Cosme     	4	M	wintergreen         	Healthy
Allene    	4	F	wintergreen         	Healthy
Natty     	4	M	wintergreen         	Healthy
Bethany   	4	F	deep sea blue       	Healthy
Nari      	4	F	wintergreen         	Healthy
Hestia    	4	F	wintergreen         	Healthy
Randee    	4	F	deep sea blue       	Healthy
Linet     	4	F	wintergreen         	Healthy
Hollis    	4	M	wintergreen         	Healthy
Farlee    	3	M	deep sea blue       	Healthy
Ashley    	3	M	wintergreen         	Healthy
Gayleen   	3	F	deep sea blue       	Healthy
Hendrik   	3	M	wintergreen         	Healthy
Sawyere   	3	M	deep sea blue       	Radioactive
Alano     	3	M	wintergreen         	Healthy
Florrie   	3	F	wintergreen         	Healthy
Darb      	3	F	wintergreen         	Healthy
Laural    	3	F	deep sea blue       	Healthy
Tedi      	3	F	deep sea blue       	Healthy
Lacie     	3	F	wintergreen         	Healthy
Dominica  	3	F	wintergreen         	Healthy
Devondra  	3	F	deep sea blue       	Healthy
Christoffer	3	M	wintergreen         	Healthy
Barney    	3	M	wintergreen         	Healthy
Massimiliano	3	M	wintergreen         	Healthy
Shelby    	3	F	deep sea blue       	Healthy
Eb        	3	M	wintergreen         	Radioactive
Colan     	3	M	wintergreen         	Radioactive
Barbaraanne	3	F	deep sea blue       	Healthy
Christophe	3	M	wintergreen         	Healthy
Lianne    	3	F	wintergreen         	Healthy
Leyla     	3	F	wintergreen         	Healthy
Simonne   	3	F	deep sea blue       	Healthy
Tracie    	3	M	wintergreen         	Healthy
Timotheus 	3	M	wintergreen         	Healthy
Magda     	3	F	wintergreen         	Healthy
Bendick   	3	M	wintergreen         	Healthy
Berti     	3	F	wintergreen         	Healthy
Leodora   	3	F	deep sea blue       	Healthy
Erhart    	3	M	wintergreen         	Healthy
Vida      	2	F	deep sea blue       	Healthy
Kelly     	2	F	wintergreen         	Healthy
Tara      	2	F	deep sea blue       	Radioactive
Chrissie  	2	F	wintergreen         	Healthy
Carmela   	2	F	wintergreen         	Healthy
Baxy      	2	M	wintergreen         	Healthy
Selestina 	2	F	deep sea blue       	Healthy
Alec      	2	M	deep sea blue       	Healthy
Darrin    	2	M	wintergreen         	Healthy
Consuelo  	2	F	wintergreen         	Healthy
Olag      	2	M	deep sea blue       	Healthy
Elton     	2	M	wintergreen         	Healthy
Kendricks 	2	M	wintergreen         	Healthy
Nikki     	2	M	wintergreen         	Healthy
Brear     	2	F	deep sea blue       	Healthy
Ezri      	2	M	wintergreen         	Healthy
Archer    	2	M	wintergreen         	Healthy
Trudie    	2	F	deep sea blue       	Healthy
Shepherd  	2	M	wintergreen         	Healthy
Keriann   	2	F	wintergreen         	Healthy
Jeramie   	2	M	wintergreen         	Healthy
Nike      	2	F	deep sea blue       	Healthy
Gar       	2	M	wintergreen         	Healthy
Barron    	2	M	wintergreen         	Radioactive
Donn      	2	M	wintergreen         	Healthy
Dorrie    	2	F	wintergreen         	Healthy
Gordon    	2	M	wintergreen         	Healthy
Merle     	2	M	deep sea blue       	Healthy
Lion      	2	M	wintergreen         	Healthy
Tremaine  	2	M	wintergreen         	Healthy
Aldon     	2	M	deep sea blue       	Healthy
Prentiss  	2	M	deep sea blue       	Radioactive
Lorraine  	2	F	wintergreen         	Healthy
Leeanne   	2	F	deep sea blue       	Healthy
Leigh     	2	M	wintergreen         	Healthy
Alexis    	2	M	wintergreen         	Radioactive
Raul      	2	M	wintergreen         	Healthy
Charley   	2	M	deep sea blue       	Healthy
Aguistin  	2	M	wintergreen         	Radioactive
Aviva     	2	F	wintergreen         	Healthy
Rosamund  	2	F	deep sea blue       	Healthy
Diane-Marie	2	F	wintergreen         	Healthy
Kellby    	1	M	deep sea blue       	Healthy
Torrey    	1	M	wintergreen         	Healthy
Ilario    	1	M	deep sea blue       	Healthy
Helene    	1	F	wintergreen         	Healthy
Beryle    	1	F	wintergreen         	Healthy
Rosabelle 	1	F	wintergreen         	Healthy
Gerrie    	1	M	deep sea blue       	Healthy
Gloria    	1	F	deep sea blue       	Healthy
Ilyssa    	1	F	wintergreen         	Healthy
Giordano  	1	M	wintergreen         	Healthy
Lura      	1	F	deep sea blue       	Healthy
Will      	1	M	wintergreen         	Healthy
Jacqueline	1	F	wintergreen         	Healthy
Fletch    	1	M	wintergreen         	Healthy
Elna      	1	F	deep sea blue       	Healthy
Fremont   	1	M	wintergreen         	Healthy
Isidoro   	1	M	wintergreen         	Radioactive
Everett   	1	M	deep sea blue       	Healthy
Toiboid   	1	M	wintergreen         	Radioactive
Kingston  	1	M	wintergreen         	Radioactive
Gillian   	1	F	wintergreen         	Healthy
Ravi      	1	M	deep sea blue       	Healthy
Adolph    	1	M	wintergreen         	Healthy
Joshuah   	1	M	wintergreen         	Healthy
Cherey    	1	F	wintergreen         	Healthy
Pearce    	1	M	wintergreen         	Healthy
Harv      	1	M	wintergreen         	Healthy
Gunar     	1	M	deep sea blue       	Healthy
Willdon   	1	M	wintergreen         	Healthy
Marven    	1	M	wintergreen         	Healthy
Richmond  	1	M	deep sea blue       	Healthy
Phaidra   	1	F	deep sea blue       	Healthy
Zorine    	1	F	wintergreen         	Healthy
Richardo  	1	M	deep sea blue       	Radioactive
Kary      	1	F	wintergreen         	Healthy
Thedric   	1	M	wintergreen         	Healthy
Cary      	1	M	wintergreen         	Healthy
Kayle     	1	F	deep sea blue       	Healthy
Hamid     	1	M	wintergreen         	Healthy
Leesa     	1	F	wintergreen         	Healthy
Mehetabel 	1	F	deep sea blue       	Healthy
Ethan     	1	M	wintergreen         	Healthy
Jock      	1	M	deep sea blue       	Healthy
Cordelia  	1	F	wintergreen         	Healthy
Ariana    	1	F	wintergreen         	Healthy
Kelila    	1	F	deep sea blue       	Healthy
Tresa     	1	F	deep sea blue       	Healthy
Sigfried  	1	M	wintergreen         	Healthy
Oates     	1	M	wintergreen         	Healthy
Meg       	1	F	deep sea blue       	Healthy
Rowe      	1	F	deep sea blue       	Radioactive
Kip       	1	F	deep sea blue       	Healthy
Willi     	1	M	wintergreen         	Healthy
Hayden    	1	M	wintergreen         	Healthy
Curran    	1	M	deep sea blue       	Healthy
Georgy    	1	M	wintergreen         	Healthy
Scotty    	1	M	wintergreen         	Healthy
Todd      	1	M	deep sea blue       	Healthy
Jacquenette	0	F	deep sea blue       	Healthy
Julie     	0	F	wintergreen         	Healthy
Beret     	0	F	wintergreen         	Healthy
Ash       	0	M	wintergreen         	Healthy
Nicolais  	0	M	deep sea blue       	Healthy
Keene     	0	M	deep sea blue       	Healthy
Lowrance  	0	M	wintergreen         	Radioactive
Shana     	0	F	wintergreen         	Healthy
Elspeth   	0	F	deep sea blue       	Healthy
Jimmy     	0	M	wintergreen         	Healthy
Selestina 	0	F	wintergreen         	Healthy
Denny     	0	M	wintergreen         	Healthy
Brnaba    	0	M	deep sea blue       	Healthy
Mark      	0	M	wintergreen         	Healthy
Jodi      	0	F	wintergreen         	Healthy
Yettie    	0	F	deep sea blue       	Healthy
Fredi     	0	F	wintergreen         	Healthy
Carina    	0	F	wintergreen         	Healthy
Rebe      	0	F	wintergreen         	Healthy
Araldo    	0	M	deep sea blue       	Healthy
Annabell  	0	F	wintergreen         	Healthy
Marie-Jeanne	0	F	wintergreen         	Healthy
Valenka   	0	F	wintergreen         	Healthy
Mirna     	0	F	wintergreen         	Healthy
Morna     	0	F	wintergreen         	Radioactive
Jacquelyn 	0	F	deep sea blue       	Healthy
Pieter    	0	M	wintergreen         	Healthy
Willabella	0	F	wintergreen         	Healthy
Wynnie    	0	F	deep sea blue       	Healthy
Mick      	0	M	deep sea blue       	Healthy
Del       	0	M	deep sea blue       	Radioactive
Ardath    	0	F	wintergreen         	Healthy
Shirleen  	0	F	wintergreen         	Healthy
Hayley    	0	F	wintergreen         	Healthy
Dar       	0	M	deep sea blue       	Healthy
Tanhya    	0	F	wintergreen         	Healthy
Chaddy    	0	M	wintergreen         	Radioactive
Marrilee  	0	F	deep sea blue       	Healthy
Edgardo   	0	M	wintergreen         	Healthy
Carolina  	0	F	deep sea blue       	Healthy
Chrotoem  	0	M	wintergreen         	Healthy
Thalia    	0	F	wintergreen         	Healthy
Tate      	0	F	deep sea blue       	Healthy
Hart      	0	M	deep sea blue       	Healthy
Katuscha  	0	F	wintergreen         	Healthy
Courtney  	0	F	wintergreen         	Healthy
Grannie   	0	M	deep sea blue       	Healthy
Aarika    	0	F	deep sea blue       	Healthy
Steve     	0	M	deep sea blue       	Healthy
Hettie    	0	F	wintergreen         	Healthy
Winfred   	0	M	wintergreen         	Healthy
Coletta   	0	F	deep sea blue       	Healthy
Gabriel   	0	F	wintergreen         	Healthy
Genia     	0	F	wintergreen         	Healthy
Bobbe     	0	F	deep sea blue       	Healthy
Nadeen    	0	F	deep sea blue       	Healthy
Galen     	0	M	wintergreen         	Healthy
Malcolm   	0	M	deep sea blue       	Radioactive
Igor      	0	M	wintergreen         	Healthy
Erl       	0	M	wintergreen         	Healthy
Conrade   	0	M	deep sea blue       	Healthy
Desiree   	0	F	wintergreen         	Healthy
Sheryl    	0	F	deep sea blue       	Healthy
Lura      	0	F	deep sea blue       	Healthy
Bucky     	0	M	wintergreen         	Healthy
Meghan    	0	F	deep sea blue       	Healthy
Mercie    	0	F	wintergreen         	Healthy
Merv      	0	M	wintergreen         	Healthy
Colby     	0	M	deep sea blue       	Healthy
Christiano	0	M	wintergreen         	Healthy
Asia      	0	F	deep sea blue       	Healthy
Samara    	0	F	wintergreen         	Healthy
Gaven     	10	M	deep sea blue       	Healthy
Leigh     	10	F	wintergreen         	Radioactive
Huntley   	10	M	deep sea blue       	Healthy
Orly      	10	F	wintergreen         	Healthy
Tiffani   	9	F	deep sea blue       	Healthy
Orrin     	9	M	wintergreen         	Radioactive
Wenona    	9	F	deep sea blue       	Healthy
Bab       	9	F	wintergreen         	Healthy
Hercules  	9	M	deep sea blue       	Radioactive
Shell     	9	F	wintergreen         	Radioactive
Grange    	8	M	deep sea blue       	Healthy
Hamish    	8	M	wintergreen         	Healthy
Jordan    	8	F	deep sea blue       	Radioactive
Carleen   	8	F	wintergreen         	Healthy
Aubrey    	8	M	deep sea blue       	Radioactive
Niven     	8	M	wintergreen         	Healthy
Rosemaria 	8	F	wintergreen         	Healthy
Aluin     	8	M	wintergreen         	Healthy
Ulberto   	7	M	deep sea blue       	Radioactive
Misha     	7	F	wintergreen         	Healthy
Leoine    	7	F	deep sea blue       	Radioactive
Dayle     	7	F	wintergreen         	Healthy
Padget    	7	M	deep sea blue       	Healthy
Manfred   	7	M	wintergreen         	Radioactive
Gordon    	7	M	wintergreen         	Healthy
Avril     	7	F	wintergreen         	Healthy
Orville   	7	M	deep sea blue       	Radioactive
Kaylil    	7	F	deep sea blue       	Healthy
Denna     	7	F	wintergreen         	Radioactive
Fay       	7	F	wintergreen         	Radioactive
Hermy     	6	M	deep sea blue       	Radioactive
Bevon     	6	M	wintergreen         	Radioactive
Dana      	6	M	deep sea blue       	Healthy
Lona      	6	F	wintergreen         	Healthy
Donelle   	6	F	deep sea blue       	Healthy
Joey      	6	F	wintergreen         	Healthy
Retha     	6	F	wintergreen         	Radioactive
Ricki     	6	F	wintergreen         	Radioactive
Salomo    	6	M	deep sea blue       	Radioactive
Sherwood  	6	M	deep sea blue       	Healthy
Nariko    	6	F	wintergreen         	Healthy
Tiffany   	6	F	wintergreen         	Radioactive
